id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,result
581,0,0,0,0,0,0,0,0,0,0,0
582,1,1,1,1,1,1,1,1,1,1,1
583,1,0,1,1,0,0,0,1,1,0,0
584,1,1,0,1,0,1,1,0,1,0,1
585,1,1,1,1,1,1,1,1,1,1,1
586,0,0,0,0,0,0,0,0,0,1,0
587,0,0,1,1,1,0,1,1,1,1,1
588,0,0,1,0,0,0,1,1,1,0,1
589,1,0,0,0,1,1,0,1,1,1,1
590,0,1,1,0,0,0,1,0,1,0,1
591,1,0,0,0,0,1,0,0,0,0,0
592,0,0,0,0,0,0,0,0,0,1,0
593,0,1,0,0,0,0,1,0,1,0,0
594,0,0,0,0,1,0,0,1,0,0,0
595,1,1,1,1,1,1,1,1,1,0,1
596,0,1,0,0,0,0,0,0,0,0,0
597,1,0,0,0,0,1,1,0,1,1,1
598,1,1,1,1,1,1,1,1,0,1,1
599,0,0,0,0,0,0,0,0,0,0,0
600,1,1,0,1,0,1,0,1,1,1,1
601,1,1,0,1,1,1,0,1,1,0,1
602,0,0,0,0,0,0,0,0,0,0,1
603,1,1,0,1,1,1,1,1,0,1,1
604,1,0,1,1,0,1,1,0,0,0,1
605,1,0,1,1,0,1,1,0,1,1,1
606,0,0,0,0,0,0,0,0,0,0,0
607,1,1,1,0,1,1,1,0,1,1,0
608,1,1,0,1,0,0,0,0,0,0,1
609,1,0,1,0,1,1,1,0,0,1,1
610,0,0,0,0,0,0,0,1,1,1,0
611,0,0,1,0,0,0,1,1,0,1,0
612,1,0,0,1,0,0,0,0,0,1,0
613,0,0,0,0,0,0,1,0,0,0,0
614,0,1,0,0,0,0,1,0,0,0,0
615,0,0,1,0,0,0,0,0,0,0,0
616,1,0,1,1,0,0,1,1,0,0,0
617,1,1,1,1,0,1,0,1,0,1,1
618,0,1,1,1,0,0,1,0,0,1,0
619,0,1,0,0,0,0,1,1,0,0,0
620,1,0,1,1,0,0,0,1,1,0,0
621,0,0,0,0,1,0,0,0,0,0,0
622,1,1,1,1,1,1,1,1,1,1,1
623,1,1,1,1,1,1,1,1,1,1,1
624,1,1,1,1,0,1,1,1,1,1,1
625,1,0,1,0,1,0,1,1,0,1,0
626,1,1,1,0,1,1,1,0,1,0,1
627,1,1,1,1,1,1,1,1,1,1,1
628,1,1,0,1,0,1,0,1,1,0,0
629,1,1,0,1,0,1,1,0,1,1,1
630,1,1,1,1,1,1,0,1,0,0,1
631,1,1,1,1,1,0,0,1,1,1,1
632,0,0,0,0,0,0,0,0,0,0,1
633,1,1,1,0,1,1,1,1,1,1,1
634,1,1,1,1,1,0,1,1,1,1,1
635,1,1,0,0,1,1,0,0,0,1,1
636,1,0,0,1,1,1,1,1,1,1,1
637,1,1,1,0,1,1,1,1,1,0,1
638,1,1,1,0,1,1,1,1,1,1,1
639,0,0,0,0,0,0,0,0,0,0,1
640,1,1,0,1,0,0,1,1,0,1,0
641,0,0,0,0,0,1,1,1,1,1,0
642,0,0,0,0,0,0,0,1,0,0,1
643,0,1,1,1,1,1,1,1,1,1,1
644,1,1,1,1,1,1,1,1,1,1,1
645,1,1,1,1,1,1,1,1,1,1,1
646,0,0,1,0,1,0,1,1,1,0,1
647,0,1,0,0,1,1,1,1,0,1,1
648,0,0,0,0,1,0,1,1,1,1,1
649,0,0,0,0,0,0,0,0,1,0,1
650,1,0,0,0,0,1,0,0,0,1,1
651,0,0,0,0,0,0,0,0,0,0,0
652,1,0,0,0,1,1,1,1,1,0,1
653,1,0,0,0,0,1,0,0,0,0,0
654,1,1,0,0,0,0,0,1,0,1,1
655,0,0,0,0,1,1,1,0,1,1,0
656,1,0,1,1,1,0,1,0,1,0,0
657,0,0,0,1,0,0,0,0,0,0,0
658,0,1,1,0,0,1,0,0,0,0,0
659,0,0,1,0,0,0,0,0,0,0,0
660,1,0,1,1,1,1,0,0,0,0,1
661,1,1,1,0,1,1,1,1,1,1,1
662,1,1,0,0,0,1,0,0,0,0,0
663,0,0,1,0,0,0,0,0,0,0,0
664,0,0,0,0,0,0,0,0,0,0,1
665,1,1,1,1,1,0,1,1,1,0,1
666,1,1,1,1,1,1,1,0,1,1,1
667,1,1,1,1,1,0,1,1,1,1,1
668,1,1,1,1,1,1,1,1,1,0,1
669,0,0,0,1,0,0,0,1,0,0,0
670,0,1,0,1,1,1,0,0,1,1,1
671,1,1,1,0,1,0,0,1,1,1,1
672,0,0,0,0,0,0,0,0,0,1,0
673,0,1,0,1,0,1,0,0,0,0,0
674,1,1,1,1,1,1,1,1,1,1,1
675,1,1,1,1,1,1,1,1,1,0,1
676,0,0,0,0,0,0,0,0,0,0,0
677,0,1,0,0,0,1,1,1,0,0,0
678,0,0,0,1,0,0,0,1,0,1,0
679,1,1,1,1,1,1,1,1,1,1,1
680,1,1,1,1,0,1,1,1,1,1,1
681,0,1,0,0,0,0,0,0,0,0,0
682,1,1,1,1,0,1,1,1,1,1,1
683,1,1,0,1,1,0,1,1,1,0,1
684,0,0,0,0,0,0,0,0,0,0,0
685,0,0,1,1,0,0,1,0,0,1,0
686,1,1,1,1,1,1,1,1,0,1,0
687,0,0,1,0,1,0,0,0,1,0,0
688,0,0,0,0,0,0,0,0,0,0,0
689,1,0,0,0,0,0,0,0,1,0,0
690,0,0,0,0,0,0,0,0,0,0,0
691,0,0,0,1,0,0,1,0,0,1,1
692,0,0,0,0,1,1,1,1,1,0,1
693,1,1,1,1,1,1,1,1,1,1,1
694,1,1,1,1,0,1,0,1,1,0,1
695,1,1,1,1,1,1,1,1,1,1,0
696,0,0,0,0,1,0,1,0,0,0,0
697,1,0,0,0,1,0,1,1,0,0,0
698,0,0,0,1,0,0,0,0,0,0,0
699,1,0,0,1,0,0,0,1,1,0,0
700,1,0,1,1,0,0,0,1,0,0,0
701,0,0,1,0,0,1,1,1,0,1,1
702,1,1,1,1,1,1,1,0,1,1,1
703,0,0,0,1,0,1,1,0,0,1,0
704,1,0,0,1,1,1,0,1,1,1,1
705,0,1,0,1,0,1,1,0,0,1,0
706,1,1,1,1,1,1,1,1,0,1,1
707,1,1,1,1,1,1,1,1,1,1,1
708,0,0,0,0,0,0,0,0,0,0,0
709,1,1,0,0,1,1,1,0,1,0,0
710,0,0,0,0,0,1,0,0,0,0,0
711,1,1,1,1,1,1,1,1,1,1,1
712,1,1,1,0,0,1,0,1,0,0,0
713,0,0,1,0,0,1,0,0,0,0,1
714,1,1,1,1,0,1,1,1,1,1,1
715,0,1,0,1,0,1,0,0,0,1,1
716,0,1,1,1,1,1,0,1,1,1,0
717,1,1,1,0,1,1,1,0,1,1,1
718,1,1,1,0,1,1,0,1,1,1,0
719,1,1,1,0,0,1,1,0,1,1,0
720,1,1,1,1,1,1,1,1,1,1,1
721,0,0,0,0,0,0,0,0,0,0,0
722,0,0,1,0,0,0,1,0,0,0,1
723,1,1,1,1,1,1,1,1,1,1,0
724,0,0,0,0,0,1,1,0,0,0,1
725,0,1,1,1,1,1,1,0,1,1,1
726,1,0,1,1,0,0,1,0,1,1,0
727,0,0,1,0,1,1,0,0,1,0,0
728,1,1,1,1,0,1,1,1,1,1,1
729,1,1,0,1,0,1,1,0,1,1,1
730,1,1,1,1,1,0,0,1,1,1,1
731,1,0,0,0,0,0,1,0,0,0,0
732,1,1,1,1,1,0,1,1,1,1,1
733,1,1,1,1,1,1,1,0,0,1,1
734,0,1,1,1,1,1,1,1,1,1,1
735,1,1,0,1,1,1,1,1,1,1,1
736,0,0,0,0,1,1,0,0,0,0,0
737,0,0,0,0,0,0,0,0,0,0,0
738,1,0,1,1,1,1,1,0,1,1,1
739,1,1,0,0,1,1,0,1,1,0,1
740,0,0,0,0,0,0,0,0,0,0,0
741,0,0,1,0,0,0,0,0,0,1,0
742,0,0,0,1,0,0,1,1,0,1,1
743,1,1,1,0,1,0,0,0,1,0,0
744,0,1,0,1,1,0,0,1,0,0,1
745,1,0,0,1,0,1,1,1,1,1,1
746,0,1,1,0,1,0,1,1,1,1,1
747,0,0,0,1,0,0,0,1,0,0,0
748,1,0,0,1,0,0,1,1,1,1,1
749,0,0,0,0,1,1,0,0,0,0,0
750,0,1,0,1,0,0,1,1,1,0,0
751,1,1,0,0,0,0,0,1,0,0,0
752,1,1,1,1,1,1,1,1,1,1,0
753,0,0,1,0,0,0,0,0,1,1,1
754,1,1,1,1,1,1,0,0,1,0,1
755,1,1,1,1,1,1,1,1,1,1,0
756,0,0,0,0,0,0,0,0,0,0,0
757,1,0,1,0,1,0,0,0,1,1,1
758,0,0,0,1,1,0,0,0,0,0,0
759,0,0,0,0,0,0,0,0,0,0,0
760,0,0,1,0,0,0,0,0,1,0,0
761,0,0,1,0,0,1,1,0,0,0,1
762,0,1,1,0,0,0,1,0,1,0,0
763,1,1,1,1,1,1,1,1,1,1,1
764,1,1,1,1,0,1,1,1,0,1,0
765,1,1,0,1,1,1,1,1,1,1,1
766,0,0,0,1,0,0,0,1,1,0,0
767,0,0,0,0,0,0,0,0,0,0,0
768,0,0,0,1,1,0,0,1,0,0,1
769,1,0,1,1,1,1,1,1,0,0,1
770,1,1,1,0,1,1,1,1,1,1,1
771,1,1,1,1,1,1,1,1,1,0,1
772,1,0,0,1,1,0,0,0,0,0,0
773,0,0,0,0,0,1,0,1,0,0,0
774,0,0,0,1,0,0,0,0,0,0,1
775,1,0,1,1,1,1,1,1,0,1,1
776,0,0,0,0,1,0,0,0,0,1,1
777,1,1,1,1,1,1,1,1,1,1,1
778,0,0,0,0,0,0,0,0,0,0,0
779,1,1,0,0,1,0,1,1,0,0,1
780,0,0,0,0,0,0,0,0,0,0,0
781,0,0,0,0,0,0,0,0,0,0,0
782,1,1,1,1,1,1,1,1,1,1,1
783,0,0,0,1,1,1,0,1,0,1,0
784,1,1,1,1,1,0,1,0,0,1,1
785,1,1,0,1,0,0,0,0,0,0,1
786,1,1,1,1,1,1,1,1,1,1,1
787,1,0,1,0,0,0,1,1,0,0,0
788,1,1,1,1,1,1,1,1,1,1,0
789,1,0,0,0,0,0,1,1,0,1,1
790,0,1,1,1,0,0,1,1,1,0,1
791,1,1,1,1,1,1,1,0,1,0,1
792,0,1,0,1,0,0,0,0,0,0,0
793,0,0,0,0,0,0,0,0,0,0,0
794,0,0,0,0,0,0,0,0,1,0,1
795,1,1,1,1,1,1,1,1,1,1,1
796,0,0,0,0,0,0,0,1,0,0,0
797,0,0,1,0,0,1,0,1,0,0,1
798,1,1,1,1,1,1,1,1,1,1,1
799,0,0,0,0,0,0,0,1,0,1,0
800,1,1,1,1,1,1,1,1,1,1,1
801,0,0,0,0,0,1,1,1,0,1,0
802,0,0,0,0,0,0,0,0,0,1,1
803,0,0,0,0,0,0,0,0,0,0,0
804,0,1,1,0,0,1,0,1,1,0,0
805,0,0,0,0,0,0,0,0,1,0,0
806,1,1,1,1,1,1,1,1,1,1,1
807,0,0,0,0,0,0,0,0,0,0,0
808,1,1,1,1,1,0,1,1,1,1,0
809,0,1,0,1,1,1,1,0,0,0,1
810,0,0,0,0,1,0,0,0,0,0,0
811,0,1,1,0,1,0,0,0,0,0,0
812,1,1,1,1,1,1,1,1,1,1,1
813,0,0,0,0,1,1,0,1,0,1,1
814,1,1,1,0,1,1,1,0,0,0,0
815,1,1,1,1,1,1,0,1,0,1,1
816,0,0,0,1,0,1,0,1,0,0,1
817,1,1,1,1,1,1,1,0,1,0,0
818,0,1,1,0,0,1,1,1,1,1,1
819,1,1,1,1,0,1,0,1,0,0,0
820,1,1,1,1,1,1,1,1,1,1,1
821,1,1,0,0,0,0,1,1,1,1,0
822,0,0,0,0,0,0,0,0,0,0,0
823,0,0,0,0,0,0,0,0,0,0,0
824,0,0,0,0,0,0,0,0,0,0,0
825,0,0,0,0,0,0,0,0,1,0,0
826,1,1,1,1,1,1,1,1,1,1,1
827,1,1,1,0,1,1,0,1,0,1,1
828,1,1,0,0,1,0,0,0,1,0,1
829,1,1,1,1,0,1,1,1,0,1,0
830,1,1,1,1,1,0,1,0,1,1,1
831,0,0,0,0,1,0,0,0,0,1,0
832,1,1,1,1,0,1,0,1,0,0,1
833,0,0,0,0,0,0,0,0,0,0,0
834,1,1,1,1,1,1,1,1,1,1,1
835,1,1,0,1,0,1,0,0,0,0,0
836,0,0,0,0,0,0,1,1,1,0,1
837,1,0,0,1,0,0,0,1,0,1,0
838,0,0,1,0,0,0,0,0,0,1,1
839,0,0,1,1,1,1,1,0,0,0,1
840,1,0,0,0,0,0,0,0,0,0,1
841,0,0,0,0,1,0,0,0,1,1,0
842,0,0,0,0,0,0,0,0,1,0,1
843,1,0,0,0,0,0,0,1,0,0,0
844,0,0,1,1,0,0,0,1,1,0,1
845,0,1,0,0,0,0,0,0,0,1,0
846,0,1,0,1,0,0,0,0,0,1,1
847,1,1,1,1,1,1,1,0,1,1,1
848,0,0,1,1,0,1,0,0,1,0,1
849,1,1,1,1,1,1,1,1,1,1,1
850,1,1,1,0,0,1,0,1,0,0,0
851,0,1,1,1,1,1,1,0,0,0,0
852,1,0,1,0,1,1,1,1,1,1,1
853,0,1,0,0,1,1,1,1,1,0,1
854,1,1,1,1,1,0,1,1,1,1,1
855,1,1,1,1,1,1,1,1,0,1,1
856,1,1,1,1,1,1,1,1,1,1,1
857,0,0,0,0,1,0,0,0,0,0,0
858,0,0,0,1,0,0,0,0,1,0,0
859,0,1,1,1,1,1,1,0,1,1,1
860,1,1,1,0,0,0,0,1,0,0,0
861,1,0,0,1,0,0,0,0,0,0,0
862,0,0,1,1,0,1,0,0,1,0,0
863,1,1,1,1,1,1,1,1,1,1,1
864,1,1,1,0,1,1,1,1,1,1,1
865,0,0,0,0,0,1,0,0,0,0,0
866,0,0,0,0,0,0,0,1,0,0,0
867,1,1,1,1,1,1,1,0,1,1,1
868,1,0,1,1,1,0,0,0,0,1,0
869,1,1,0,1,0,0,1,1,1,1,1
870,0,1,0,0,0,0,0,0,0,1,1
871,0,1,0,0,1,0,0,1,0,1,1
872,0,0,0,1,0,0,0,0,0,1,1
873,0,1,0,0,0,0,0,0,0,0,0
874,0,1,0,0,1,1,1,1,0,0,0
875,1,1,1,1,1,1,0,1,1,1,0
876,1,0,0,0,0,0,1,1,0,0,1
877,0,1,0,1,0,1,0,0,0,0,0
878,0,0,0,0,0,0,0,0,0,0,0
879,1,0,0,0,0,1,0,0,1,0,0
880,1,1,1,1,0,1,1,1,0,0,1
881,1,1,1,1,1,0,1,1,1,0,0
882,1,1,0,1,0,0,1,0,1,0,1
883,0,0,0,0,0,0,0,0,0,0,0
884,0,0,0,1,0,0,1,1,1,1,0
885,1,1,0,1,0,1,0,0,1,1,1
886,0,0,0,0,0,0,0,0,0,0,0
887,0,1,1,1,1,1,0,1,0,1,1
888,0,1,0,0,0,1,1,1,0,1,1
889,1,1,1,1,1,1,1,1,1,1,0
890,0,0,1,0,0,0,0,0,0,0,1
891,1,1,1,0,0,1,1,0,1,1,0
892,1,0,0,0,0,0,0,0,0,0,1
893,1,0,0,0,1,0,0,0,0,0,0
894,1,1,1,0,0,1,1,1,1,1,1
895,0,0,1,1,1,1,1,0,1,1,1
896,1,0,0,0,0,0,1,1,0,0,1
897,1,0,1,0,0,0,0,0,0,1,1
898,1,0,1,1,1,0,1,1,1,0,1
899,1,1,1,1,1,0,1,0,1,0,0
900,0,1,1,1,0,0,1,1,1,1,0
901,1,0,0,0,1,1,0,1,0,0,0
902,0,1,1,1,0,0,0,0,0,0,0
903,1,1,1,1,1,1,1,1,1,1,1
904,1,1,1,1,1,0,1,1,0,1,1
905,1,1,0,0,1,0,0,1,0,1,0
906,0,0,0,0,0,0,0,0,0,0,1
907,0,1,1,1,1,1,1,1,0,0,1
908,1,1,1,0,1,0,0,1,0,1,1
909,0,1,0,0,1,1,0,1,1,1,0
910,0,0,0,0,0,0,0,0,0,0,0
911,1,0,1,1,1,0,1,1,1,1,0
912,1,0,1,1,1,1,0,0,0,1,0
913,1,1,0,1,1,0,1,1,1,1,1
914,1,0,0,0,1,0,0,0,1,0,1
915,1,1,0,0,1,0,1,1,0,0,0
916,1,1,1,1,1,1,1,1,1,1,1
917,1,0,1,0,0,1,1,1,0,0,1
918,1,1,1,1,1,1,1,0,1,1,0
919,1,1,1,0,1,1,1,1,1,1,1
920,0,0,1,0,0,0,1,0,1,0,0
921,1,1,1,1,1,1,1,1,1,1,1
922,0,0,0,1,1,0,1,0,1,1,0
923,0,1,1,0,1,1,0,0,1,1,0
924,1,1,0,1,0,0,0,1,0,1,0
925,1,1,1,1,1,1,1,1,1,1,1
926,1,1,1,0,1,1,1,0,1,1,0
927,0,0,1,1,0,0,1,0,1,1,0
928,1,0,1,0,1,1,1,0,1,1,1
929,0,1,0,0,0,0,0,0,0,0,0
930,0,1,0,1,1,1,1,1,0,0,1
931,0,1,1,1,0,1,0,0,0,0,1
932,1,1,1,1,1,1,1,1,1,1,1
933,0,0,1,0,0,0,1,0,0,0,0
934,0,0,0,0,0,1,0,0,0,0,0
935,1,0,0,0,0,0,0,1,0,0,0
936,1,1,0,1,1,1,1,1,1,0,0
937,0,1,1,1,1,0,1,1,1,0,1
938,1,0,1,0,0,1,1,1,1,1,1
939,1,1,1,1,1,1,1,1,1,1,1
940,1,1,1,1,1,1,1,1,1,1,1
941,1,1,1,1,1,1,1,1,1,1,1
942,0,0,0,0,0,0,0,0,0,0,0
943,1,0,0,0,0,0,0,1,1,0,1
944,1,0,1,0,1,0,1,0,0,1,1
945,0,0,0,1,0,0,0,0,0,0,0
946,1,1,1,1,1,1,0,1,1,1,1
947,0,1,0,0,0,0,0,1,0,0,0
948,0,0,0,0,0,0,0,0,1,0,0
949,1,0,0,0,1,1,0,1,0,1,0
950,0,0,1,0,0,0,0,1,0,0,0
951,0,0,0,0,0,0,0,0,1,0,0
952,1,1,1,1,1,0,0,1,1,1,1
953,0,1,0,0,0,0,0,0,0,0,0
954,0,0,0,0,0,0,0,0,0,0,0
955,1,1,1,1,0,1,1,0,1,1,1
956,1,1,0,1,1,1,0,1,1,0,1
957,1,1,1,0,1,1,1,1,1,0,0
958,0,0,0,0,0,0,0,0,0,0,0
959,0,0,0,0,0,0,0,1,0,0,0
960,0,1,1,1,0,0,1,1,1,0,1
961,0,0,1,0,1,1,1,1,1,0,1
962,0,0,1,0,0,0,1,1,0,0,0
963,0,1,1,1,1,1,1,1,1,1,1
964,0,1,1,0,1,1,0,1,1,1,1
965,0,0,1,0,0,0,0,0,0,0,0
966,0,0,0,1,1,0,0,1,1,0,0
967,0,1,1,1,1,1,1,1,1,0,0
968,0,1,0,0,1,1,0,0,0,0,0
969,0,0,0,0,0,0,0,0,0,0,0
970,1,0,1,1,0,1,0,1,1,1,0
971,1,0,0,1,1,1,0,1,0,1,0
972,0,0,0,0,0,0,0,0,1,0,1
973,1,1,0,0,0,0,0,1,1,0,0
974,1,1,0,1,1,1,0,0,1,1,1
975,1,0,1,0,0,0,1,1,1,0,1
976,0,1,0,0,0,0,0,0,0,0,0
977,0,0,0,0,0,1,0,0,1,0,0
978,0,1,1,0,1,0,0,1,1,1,1
979,0,0,0,0,0,0,0,0,0,0,0
980,1,0,1,1,1,1,1,1,1,1,1
981,1,0,1,1,1,1,1,0,0,1,0
982,0,0,0,0,0,0,0,0,1,0,0
983,1,1,1,0,1,1,0,1,0,0,1
984,0,1,1,1,1,1,0,0,1,0,0
985,0,1,0,1,0,0,1,0,0,0,0
986,1,0,1,1,0,0,1,1,0,1,0
987,0,0,0,0,1,1,0,0,0,0,0
988,1,0,1,0,1,1,1,0,1,1,0
989,0,0,0,0,1,0,0,0,0,0,0
990,0,0,0,0,0,0,0,0,0,0,0
991,0,1,1,0,0,1,0,1,0,0,1
992,1,1,0,0,0,0,0,1,0,1,0
993,0,1,0,0,0,0,1,0,0,1,0
994,1,1,1,1,1,0,1,1,0,1,1
995,0,0,0,0,0,0,0,0,0,0,1
996,0,0,0,0,0,0,0,0,0,0,0
997,1,1,0,0,0,1,1,1,0,1,0
998,0,0,1,0,0,0,0,1,1,0,1
999,0,0,0,0,0,0,1,1,0,0,0
1000,1,1,1,1,1,1,1,1,0,0,0
1001,0,1,1,0,1,1,1,0,0,1,1
1002,1,0,1,1,0,1,1,0,0,1,1
1003,0,0,1,1,0,1,1,1,1,1,0
1004,0,0,0,0,0,0,0,0,0,0,1
1005,0,0,0,0,0,0,0,0,0,0,0
1006,1,1,1,1,1,1,0,1,1,1,1
1007,0,0,0,0,0,0,0,0,0,0,1
1008,1,1,1,1,1,1,0,0,0,0,0
1009,0,1,0,0,0,1,0,0,1,0,0
1010,0,0,0,0,1,1,0,1,1,1,0
1011,0,0,0,0,0,0,0,0,0,0,1
1012,0,0,0,0,0,0,0,0,0,0,0
1013,1,0,1,1,0,1,0,0,1,0,1
1014,0,1,0,0,1,0,1,0,0,0,1
1015,1,0,1,1,1,1,1,1,1,1,1
1016,1,1,0,1,1,1,1,1,0,1,1
1017,1,0,1,0,0,0,0,0,0,0,0
1018,1,1,1,1,1,1,1,1,1,0,0
1019,1,1,1,1,1,1,0,1,0,0,0
1020,0,0,0,0,0,0,0,0,0,0,0
1021,0,1,0,0,0,0,0,0,1,0,0
1022,1,1,1,1,1,1,1,1,1,1,1
1023,1,1,1,0,1,1,1,1,0,0,0
1024,1,1,1,1,1,0,1,1,1,1,0
1025,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,0,1,0,1,0,1
1027,0,0,0,0,0,1,0,1,0,0,0
1028,0,0,0,0,0,0,0,0,0,0,0
1029,1,1,1,1,1,0,1,0,0,1,1
1030,1,1,0,0,0,0,1,0,0,1,0
1031,0,1,1,1,1,0,1,0,1,0,1
1032,1,1,1,1,1,1,1,1,1,1,1
1033,0,0,1,0,0,0,0,0,1,0,0
1034,1,1,1,1,1,1,0,1,0,1,0
1035,1,0,0,0,0,0,0,1,0,0,0
1036,1,1,1,1,1,0,1,1,0,1,1
1037,0,0,1,0,0,0,1,0,0,0,0
1038,1,1,0,0,0,0,0,0,0,0,0
1039,0,0,0,0,0,0,1,0,0,0,0
1040,0,0,0,0,0,0,0,0,0,0,0
1041,0,1,1,0,0,0,0,0,0,1,0
1042,0,0,0,0,0,0,0,0,0,0,0
1043,0,0,1,0,1,1,0,1,1,0,0
1044,1,0,1,0,1,1,0,1,1,1,1
1045,0,0,0,0,0,0,0,0,0,0,1
1046,0,0,0,0,0,0,0,0,0,0,0
1047,1,1,1,1,1,1,0,1,1,1,1
1048,1,1,1,1,1,1,1,1,1,1,1
1049,0,1,1,0,0,1,0,1,1,0,0
1050,0,0,0,0,1,0,1,0,0,0,0
1051,0,0,1,0,0,0,1,0,0,0,0
1052,1,1,0,1,1,1,1,1,0,0,1
1053,1,0,1,0,1,1,1,1,0,1,1
1054,1,0,0,1,0,0,0,0,0,0,0
1055,0,1,0,0,1,0,0,1,0,0,0
1056,1,0,1,1,1,1,0,0,1,1,1
1057,1,1,1,1,1,1,1,1,1,1,1
1058,1,0,1,0,1,1,1,0,1,1,0
1059,1,1,1,1,0,1,1,0,1,1,0
1060,0,0,1,0,0,0,1,0,0,1,0
1061,0,1,0,1,0,1,0,0,0,1,1
1062,1,1,1,1,1,1,0,1,1,1,1
1063,0,1,1,0,1,0,1,1,1,0,1
1064,0,0,0,0,0,0,0,0,0,0,0
1065,1,0,1,0,1,1,0,0,0,1,0
1066,0,0,1,0,1,1,0,0,1,0,0
1067,0,1,0,1,0,0,0,0,1,0,0
1068,0,0,1,0,0,1,0,1,0,0,0
1069,0,0,1,0,0,0,0,0,0,0,0
1070,0,0,0,1,0,0,0,0,1,0,0
1071,1,0,1,1,1,1,0,1,1,1,1
1072,1,1,0,1,1,0,0,1,0,0,1
1073,1,1,1,1,1,1,1,1,1,1,1
1074,0,0,0,1,0,0,0,0,1,0,1
1075,0,1,1,0,0,1,1,1,1,1,0
1076,1,0,0,1,1,1,1,1,1,0,1
1077,1,0,0,0,1,1,1,0,0,0,0
1078,0,0,1,1,0,0,0,0,0,1,1
1079,0,1,0,1,1,1,1,0,0,1,0
1080,0,1,0,0,0,0,0,1,0,1,1
1081,1,1,1,1,0,1,1,1,1,1,0
1082,1,0,1,0,1,1,0,1,0,1,1
1083,1,1,1,1,1,1,1,1,0,1,1
1084,0,1,1,1,1,0,0,0,1,0,0
1085,0,0,0,0,0,0,0,0,1,0,1
1086,0,1,0,1,0,1,1,0,1,0,0
1087,0,0,1,0,1,0,1,1,0,1,1
1088,1,1,1,1,1,0,1,1,1,1,1
1089,0,1,1,1,0,0,0,1,1,1,1
1090,0,0,0,1,0,0,0,1,0,1,1
1091,1,1,1,1,1,1,1,1,1,1,1
1092,0,0,1,1,1,1,1,0,1,0,0
1093,1,0,1,1,1,0,1,1,1,1,1
1094,1,1,1,1,1,1,0,1,1,1,1
1095,0,0,1,1,0,1,0,0,1,1,1
1096,1,0,0,0,0,0,0,0,0,0,0
1097,0,0,1,0,1,1,0,1,0,0,0
1098,0,1,0,0,0,0,0,0,1,0,0
1099,1,1,1,1,1,0,1,1,1,1,1
1100,1,1,1,0,0,0,1,1,0,0,1
1101,0,0,0,0,0,0,1,0,0,0,0
1102,1,0,0,1,0,1,0,0,1,1,1
1103,0,0,0,1,0,0,1,0,1,0,1
1104,0,0,0,1,0,0,0,0,0,1,0
1105,0,1,1,1,1,1,1,1,1,1,1
1106,0,0,1,1,0,0,1,1,1,0,0
1107,1,0,0,1,1,1,0,0,0,0,0
1108,0,1,0,1,1,0,1,0,1,1,1
1109,1,1,0,1,1,1,1,1,1,1,1
1110,1,1,1,0,1,1,1,1,1,1,1
1111,1,1,1,1,1,1,1,1,1,1,0
1112,0,0,0,0,1,0,1,0,0,0,0
1113,0,0,1,1,0,0,0,0,0,1,0
1114,0,0,0,0,0,0,0,0,0,0,0
1115,1,1,0,1,1,1,1,0,1,1,1
1116,1,0,0,0,0,0,1,0,0,0,1
1117,1,1,1,1,1,0,1,1,1,1,1
1118,0,0,1,0,1,0,0,0,0,0,0
1119,1,0,1,1,1,1,1,1,1,1,1
1120,0,0,1,0,1,0,0,0,0,1,0
1121,0,1,1,1,1,1,1,1,1,0,1
1122,1,0,1,1,1,1,1,1,1,0,1
1123,0,1,0,0,0,0,0,0,0,0,0
1124,1,1,1,1,1,1,1,1,1,1,1
1125,0,0,0,0,0,0,0,0,0,0,0
1126,0,1,1,0,0,1,1,0,0,1,0
1127,1,0,1,1,1,1,1,1,1,1,1
1128,0,0,0,0,0,0,0,0,0,1,0
1129,1,1,0,1,1,0,1,0,0,0,0
1130,1,1,0,0,0,0,0,0,1,1,0
1131,1,0,1,1,1,0,0,1,1,0,1
1132,1,1,1,1,1,1,1,0,1,1,1
1133,0,0,0,0,0,0,0,0,0,0,0
1134,0,0,0,0,1,1,0,1,1,1,1
1135,1,1,1,1,0,1,1,1,1,0,1
1136,0,0,1,0,1,0,0,0,1,1,0
1137,1,0,0,0,0,0,0,0,0,0,0
1138,1,1,1,0,1,1,1,1,1,1,1
1139,1,0,0,0,1,0,0,0,0,0,0
1140,0,1,1,1,1,1,1,0,1,1,1
1141,1,1,1,1,1,0,0,1,1,1,1
1142,1,0,0,1,1,1,0,1,1,1,0
1143,0,1,1,0,0,1,0,1,1,1,1
1144,0,0,0,0,0,0,0,0,0,0,0
1145,0,1,0,1,1,0,0,1,1,1,0
1146,0,1,0,1,0,1,0,1,1,0,1
1147,1,1,1,0,1,1,1,1,1,1,1
1148,1,1,1,1,1,1,1,1,0,1,1
1149,0,0,0,1,0,1,1,1,1,1,1
1150,0,0,0,0,1,0,1,1,1,0,0
1151,1,1,1,0,1,1,1,1,1,1,0
1152,0,0,0,0,0,1,0,0,0,0,0
1153,0,0,1,1,0,1,0,1,0,0,0
1154,1,1,1,1,1,1,1,1,1,1,1
1155,0,0,0,0,0,0,0,0,0,0,0
